"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AGAP012405",1.47628407813941e-05,1.69841518627969,0.538,0.109,0.193850862300486,"C_1","AGAP012405"
"AGAP008468",1.51987385342715e-05,1.21875035722517,0.692,0.172,0.19957463569352,"C_1","AGAP008468"
"AGAP004863",1.53562136778176e-05,1.43137431022153,0.462,0.079,0.201642441803422,"C_1","AGAP004863"
"AGAP003468",1.53861320302616e-05,1.29969686143463,0.462,0.075,0.202035299689365,"C_1","AGAP003468"
"AGAP000732",1.58893819859351e-05,1.35384202761011,0.462,0.079,0.208643474857313,"C_1","AGAP000732"
"AGAP002974",1.60163330957907e-05,1.69218274677794,0.385,0.054,0.210310469880828,"C_1","AGAP002974"
"AGAP012465",1.64401678460763e-05,1.76740767928368,0.462,0.079,0.215875843986828,"C_1","AGAP012465"
"AGAP001487",1.67917422379855e-05,2.07658991517623,0.462,0.084,0.220492367326988,"C_1","AGAP001487"
"AGAP006846",1.69522058990579e-05,2.75202026539029,0.308,0.038,0.222599415660529,"C_1","AGAP006846"
"AGAP028060",1.69579503863361e-05,2.07024604209408,0.385,0.059,0.222674846522979,"C_1","AGAP028060"
"AGAP013436",1.75968076993488e-05,1.9355849623,0.462,0.079,0.23106368190015,"C_1","AGAP013436"
"AGAP011669",1.7623397639543e-05,2.1030044840124,0.385,0.059,0.23141283440484,"C_1","AGAP011669"
"AGAP006369",1.77495699313492e-05,2.60840176893546,0.308,0.038,0.233069602768547,"C_1","AGAP006369"
"AGAP000650",1.79510956788188e-05,1.19715545900165,0.538,0.105,0.23571583735857,"C_1","AGAP000650"
"AGAP006842",1.83750733183571e-05,3.12472732864174,0.231,0.021,0.241283087743348,"C_1","AGAP006842"
"AGAP003834",1.85825886189623e-05,2.19734740213806,0.308,0.038,0.244007971155594,"C_1","AGAP003834"
"AGAP012843",1.87547948474638e-05,1.66842101856639,0.385,0.054,0.246269211142048,"C_1","AGAP012843"
"AGAP005169",1.88307272008777e-05,1.5338485818529,0.462,0.079,0.247266278874725,"C_1","AGAP005169"
"AGAP002515",1.90296704012547e-05,2.28252501890039,0.385,0.059,0.249878602038875,"C_1","AGAP002515"
"AGAP006887",1.95060782999389e-05,1.19685130740233,0.385,0.054,0.256134314156497,"C_1","AGAP006887"
"AGAP008982",2.01467910120217e-05,1.27521165268642,0.462,0.079,0.264547512778857,"C_1","AGAP008982"
"AGAP010260",2.13251633797341e-05,1.69949301223963,0.538,0.113,0.280020720339288,"C_1","AGAP010260"
"AGAP002475",2.13410818689485e-05,1.83712681004615,0.385,0.059,0.280229746021163,"C_1","AGAP002475"
"AGAP028207",2.18054404653567e-05,0.965627889069701,0.538,0.109,0.286327238750599,"C_1","AGAP028207"
"AGAP004799",2.19023818970158e-05,1.65247342686058,0.462,0.084,0.287600176689715,"C_1","AGAP004799"
"AGAP008437",2.20302775659434e-05,1.47173948513969,0.769,0.226,0.289279574718402,"C_1","AGAP008437"
"AGAP003332",2.21692447292786e-05,1.81240806869498,0.385,0.059,0.291104352540157,"C_1","AGAP003332"
"AGAP009305",2.21814544217529e-05,1.3283250104896,0.692,0.167,0.291264678012037,"C_1","AGAP009305"
"AGAP010370",2.24629034974161e-05,1.57134110158586,0.538,0.109,0.294960385824571,"C_1","AGAP010370"
"AGAP007073",2.28626207801033e-05,1.34453544181588,0.538,0.105,0.300209073463536,"C_1","AGAP007073"
"AGAP002953",2.31297269545673e-05,2.59392491922188,0.231,0.021,0.303716444640423,"C_1","AGAP002953"
"AGAP009426",2.33372554431246e-05,2.26494932710401,0.308,0.038,0.306441501223669,"C_1","AGAP009426"
"AGAP013324",2.38308725791355e-05,1.55762627656751,0.462,0.079,0.312923187836628,"C_1","AGAP013324"
"AGAP013164",2.38308725791355e-05,1.4205116274946,0.462,0.079,0.312923187836628,"C_1","AGAP013164"
"AGAP002997",2.41131881867521e-05,1.14403815583481,0.615,0.134,0.316630274080242,"C_1","AGAP002997"
"AGAP028769",2.44897208665211e-05,2.67775388057026,0.231,0.021,0.321574524698289,"C_1","AGAP028769"
"AGAP028099",2.46608842836649e-05,1.95565422124341,0.385,0.063,0.323822071528803,"C_1","AGAP028099"
"AGAP002104",2.47490249916323e-05,1.21565704815107,0.769,0.188,0.324979447165123,"C_1","AGAP002104"
"AGAP001726",2.51678116097665e-05,1.00921108849198,0.615,0.138,0.330478534247844,"C_1","AGAP001726"
"AGAP008310",2.5477010537031e-05,1.51788344670087,0.462,0.079,0.334538625361754,"C_1","AGAP008310"
"AGAP002309",2.55461107490597e-05,1.42081231817311,0.308,0.038,0.335445980245903,"C_1","AGAP002309"
"AGAP003709",2.55903251421296e-05,1.03342431187166,0.923,0.255,0.336026559441304,"C_1","AGAP003709"
"AGAP004548",2.57392375952598e-05,1.20940064322676,0.692,0.163,0.337981928863356,"C_1","AGAP004548"
"AGAP002828",2.57743835185987e-05,1.20523917141357,0.538,0.105,0.33844342998272,"C_1","AGAP002828"
"AGAP004014",2.57743835185987e-05,1.11445081359049,0.538,0.105,0.33844342998272,"C_1","AGAP004014"
"AGAP007819",2.5797993376962e-05,1.62912121947232,0.385,0.059,0.338753451032888,"C_1","AGAP007819"
"AGAP005982",2.58000288150332e-05,0.838626004815114,0.692,0.151,0.338780178370201,"C_1","AGAP005982"
"AGAP008820",2.59255741120638e-05,2.79465304720275,0.231,0.021,0.340428713665509,"C_1","AGAP008820"
"AGAP012715",2.59255741120638e-05,2.57685220159669,0.231,0.021,0.340428713665509,"C_1","AGAP012715"
"AGAP028407",2.59255741120638e-05,2.3421584855384,0.231,0.021,0.340428713665509,"C_1","AGAP028407"
"AGAP001415",2.65556206275302e-05,0.909482381565645,0.538,0.105,0.348701854460098,"C_1","AGAP001415"
"AGAP028107",2.6723757466664e-05,1.74491643898663,0.308,0.038,0.350909659294766,"C_1","AGAP028107"
"AGAP005180",2.6723757466664e-05,1.55371117361819,0.308,0.038,0.350909659294766,"C_1","AGAP005180"
"AGAP004070",2.67897707493102e-05,1.49030713307786,0.385,0.059,0.351776479709193,"C_1","AGAP004070"
"AGAP002730",2.6821575446973e-05,1.55834838385972,0.538,0.109,0.352194107194203,"C_1","AGAP002730"
"AGAP003434",2.70779751546791e-05,1.31733405146459,0.692,0.172,0.355560891756091,"C_1","AGAP003434"
"AGAP003511",2.74412672169005e-05,2.30361718984227,0.231,0.021,0.36033127982512,"C_1","AGAP003511"
"AGAP002711",2.76223841955251e-05,1.37321660025066,0.615,0.134,0.36270952687144,"C_1","AGAP002711"
"AGAP011823",2.77328580587122e-05,0.923377089204737,0.538,0.113,0.36416015916895,"C_1","AGAP011823"
"AGAP011645",2.78177372860782e-05,1.74909818025033,0.385,0.059,0.365274708303492,"C_1","AGAP011645"
"AGAP004664",2.88831358902862e-05,1.78932458316586,0.385,0.059,0.379264457375348,"C_1","AGAP004664"
"AGAP010048",2.90366988078784e-05,1.28460021610259,0.538,0.105,0.381280892046251,"C_1","AGAP010048"
"AGAP004131",2.90409748847633e-05,2.13485565164459,0.231,0.021,0.381337041211827,"C_1","AGAP004131"
"AGAP008901",2.92356983207653e-05,1.59770887535974,0.308,0.038,0.383893954649969,"C_1","AGAP008901"
"AGAP005310",2.94150138212311e-05,1.79513102745664,0.462,0.084,0.386248546486586,"C_1","AGAP005310"
"AGAP013123",2.94840941580993e-05,1.95026362137139,0.462,0.088,0.387155640390001,"C_1","AGAP013123"
"AGAP005289",2.94840941580993e-05,1.87613330591208,0.462,0.088,0.387155640390001,"C_1","AGAP005289"
"AGAP002824",2.95624685628682e-05,1.53104124952814,0.615,0.138,0.388184774699023,"C_1","AGAP002824"
"AGAP006837",3.05743128987433e-05,1.77877450351698,0.308,0.038,0.401471302673398,"C_1","AGAP006837"
"AGAP007265",3.07290746478044e-05,2.21097222692901,0.231,0.021,0.403503479200319,"C_1","AGAP007265"
"AGAP028577",3.07290746478044e-05,1.55254436463968,0.231,0.021,0.403503479200319,"C_1","AGAP028577"
"AGAP004823",3.17121415687861e-05,1.58365900344735,0.538,0.121,0.416412130939731,"C_1","AGAP004823"
"AGAP004621",3.19710418636676e-05,1.91055182375624,0.308,0.038,0.419811750711819,"C_1","AGAP004621"
"AGAP013132",3.19710418636676e-05,1.29600063370642,0.308,0.038,0.419811750711819,"C_1","AGAP013132"
"AGAP012344",3.23169557148034e-05,1.71971898099848,0.385,0.059,0.424353945491084,"C_1","AGAP012344"
"AGAP007271",3.23169557148034e-05,1.5348164698045,0.385,0.059,0.424353945491084,"C_1","AGAP007271"
"AGAP000153",3.23169557148034e-05,1.5154098909873,0.385,0.059,0.424353945491084,"C_1","AGAP000153"
"AGAP007828",3.25101558585192e-05,2.48432752883638,0.231,0.021,0.426890856578216,"C_1","AGAP007828"
"AGAP009056",3.25101558585192e-05,2.09307140678637,0.231,0.021,0.426890856578216,"C_1","AGAP009056"
"AGAP006970",3.25101558585192e-05,2.06070974415709,0.231,0.021,0.426890856578216,"C_1","AGAP006970"
"AGAP006081",3.25101558585192e-05,2.03914263805971,0.231,0.021,0.426890856578216,"C_1","AGAP006081"
"AGAP028456",3.35453233085018e-05,1.78017768064194,0.385,0.059,0.440483640363937,"C_1","AGAP028456"
"AGAP010444",3.38954956626737e-05,1.07404627244111,0.538,0.109,0.445081753546568,"C_1","AGAP010444"
"AGAP009519",3.43890290344607e-05,1.97846628512702,0.231,0.021,0.451562340251504,"C_1","AGAP009519"
"AGAP028186",3.43890290344607e-05,1.94954202566661,0.231,0.021,0.451562340251504,"C_1","AGAP028186"
"AGAP006468",3.43890290344607e-05,1.72605949579642,0.231,0.021,0.451562340251504,"C_1","AGAP006468"
"AGAP003783",3.43890290344607e-05,1.558568859559,0.231,0.021,0.451562340251504,"C_1","AGAP003783"
"AGAP003795",3.57215476975607e-05,1.64399342890833,0.462,0.084,0.469059642816669,"C_1","AGAP003795"
"AGAP000248",3.61363550577376e-05,0.961304763639672,0.385,0.059,0.474506478263152,"C_1","AGAP000248"
"AGAP003195",3.65340829384306e-05,1.04853802210491,0.308,0.038,0.479729043064532,"C_1","AGAP003195"
"AGAP001162",3.65340829384306e-05,1.01811455907635,0.308,0.038,0.479729043064532,"C_1","AGAP001162"
"AGAP000217",3.66446184197021e-05,1.09414147760274,0.462,0.079,0.481180484469108,"C_1","AGAP000217"
"AGAP004568",3.81878991123709e-05,1.07800185485826,0.308,0.038,0.501445303244542,"C_1","AGAP004568"
"AGAP000393",3.84605578077399e-05,1.6325248943631,0.231,0.021,0.505025584573433,"C_1","AGAP000393"
"AGAP001309",3.89166800843165e-05,1.52928807979405,0.385,0.059,0.51101492618716,"C_1","AGAP001309"
"AGAP012979",3.89166800843165e-05,1.28533141782783,0.385,0.059,0.51101492618716,"C_1","AGAP012979"
"AGAP001475",3.91253916048979e-05,1.34455726896441,0.692,0.172,0.513755517163914,"C_1","AGAP001475"
"AGAP009916",3.91253916048979e-05,0.949494223625286,0.692,0.172,0.513755517163914,"C_1","AGAP009916"
"AGAP009007",3.91620155676041e-05,1.54659494683123,0.538,0.113,0.51423642641821,"C_1","AGAP009007"
"AGAP009600",3.9337243747269e-05,1.34605831454442,0.462,0.084,0.516537347645389,"C_1","AGAP009600"
"AGAP007814",4.03818460784467e-05,1.71776920637534,0.385,0.059,0.530254020856083,"C_1","AGAP007814"
"AGAP010882",4.06640295391548e-05,1.86250415504271,0.231,0.021,0.533959371878641,"C_1","AGAP010882"
"AGAP003297",4.06640295391548e-05,1.12765308281711,0.231,0.021,0.533959371878641,"C_1","AGAP003297"
"AGAP000635",4.11047253277467e-05,1.44381799650052,0.385,0.063,0.539746148278642,"C_1","AGAP000635"
"AGAP028941",4.15660553070466e-05,-1.40810530756126,1,0.992,0.545803872236829,"C_1","AGAP028941"
"AGAP008647",4.29869468508873e-05,1.52660860036144,0.231,0.021,0.564461599099001,"C_1","AGAP008647"
"AGAP007262",4.29869468508873e-05,1.50980135679197,0.231,0.021,0.564461599099001,"C_1","AGAP007262"
"AGAP002429",4.29869468508873e-05,1.44693486997541,0.231,0.021,0.564461599099001,"C_1","AGAP002429"
"AGAP004122",4.29869468508873e-05,1.41348076661424,0.231,0.021,0.564461599099001,"C_1","AGAP004122"
"AGAP000341",4.35455273343769e-05,2.42065980972713,0.154,0.008,0.571796319427703,"C_1","AGAP000341"
"AGAP009246",4.39785721401737e-05,1.74422268032572,0.462,0.092,0.57748263077262,"C_1","AGAP009246"
"AGAP007622",4.41700536565971e-05,1.84647412995194,0.385,0.063,0.579996974564777,"C_1","AGAP007622"
"AGAP003379",4.50850575739904e-05,2.39540986477336,0.308,0.042,0.592011891004069,"C_1","AGAP003379"
"AGAP002885",4.50850575739904e-05,2.33956331931761,0.308,0.042,0.592011891004069,"C_1","AGAP002885"
"AGAP007075",4.50850575739904e-05,2.21310305299049,0.308,0.042,0.592011891004069,"C_1","AGAP007075"
"AGAP003080",4.51260114812552e-05,0.962828818732096,0.615,0.138,0.592549656760363,"C_1","AGAP003080"
"AGAP005030",4.67140975015977e-05,1.23367478390325,0.769,0.213,0.61340281429348,"C_1","AGAP005030"
"AGAP013689",4.70601378726932e-05,2.24212280165371,0.154,0.008,0.617946670406335,"C_1","AGAP013689"
"AGAP028743",4.70601378726932e-05,2.21301103061792,0.154,0.008,0.617946670406335,"C_1","AGAP028743"
"AGAP004387",4.70601378726932e-05,2.0264490855853,0.154,0.008,0.617946670406335,"C_1","AGAP004387"
"AGAP007205",4.70601378726932e-05,2.00897744531526,0.154,0.008,0.617946670406335,"C_1","AGAP007205"
"AGAP012119",4.70601378726932e-05,1.89706656652651,0.154,0.008,0.617946670406335,"C_1","AGAP012119"
"AGAP011719",4.74513805109089e-05,1.92831675880511,0.385,0.063,0.623084077488744,"C_1","AGAP011719"
"AGAP005096",4.78125734499349e-05,0.782057306521379,0.538,0.105,0.627826901971095,"C_1","AGAP005096"
"AGAP009741",4.91774613885122e-05,1.88650503844012,0.385,0.063,0.645749245492554,"C_1","AGAP009741"
"AGAP007210",4.91774613885122e-05,1.52863475419645,0.385,0.063,0.645749245492554,"C_1","AGAP007210"
"AGAP008222",4.91774613885122e-05,1.18472941313813,0.385,0.063,0.645749245492554,"C_1","AGAP008222"
"AGAP009267",5.0415253844492e-05,1.53768620112915,0.462,0.088,0.662002698232024,"C_1","AGAP009267"
"AGAP005768",5.0415253844492e-05,1.17333803882131,0.462,0.088,0.662002698232024,"C_1","AGAP005768"
"AGAP003855",5.07536570021908e-05,1.05155050583726,0.462,0.084,0.666446270095767,"C_1","AGAP003855"
"AGAP012962",5.08426064497096e-05,2.36136687884642,0.154,0.008,0.667614265291137,"C_1","AGAP012962"
"AGAP013675",5.08426064497096e-05,2.33213792209865,0.154,0.008,0.667614265291137,"C_1","AGAP013675"
"AGAP001246",5.08426064497096e-05,2.00893264522726,0.154,0.008,0.667614265291137,"C_1","AGAP001246"
"AGAP010146",5.08426064497096e-05,1.55239489118549,0.154,0.008,0.667614265291137,"C_1","AGAP010146"
"AGAP011544",5.11700142044942e-05,2.26488692570873,0.308,0.042,0.671913456519213,"C_1","AGAP011544"
"AGAP005956",5.22027086242112e-05,1.43579399405992,0.385,0.059,0.685473766944517,"C_1","AGAP005956"
"AGAP010856",5.23839304654663e-05,1.27715993547653,0.462,0.084,0.687853390942038,"C_1","AGAP010856"
"AGAP007539",5.46113031819243e-05,1.88855973459127,0.385,0.067,0.717101022081848,"C_1","AGAP007539"
"AGAP013117",5.47198737713721e-05,1.10435181030468,0.385,0.063,0.718526662491887,"C_1","AGAP013117"
"AGAP008068",5.49120215811332e-05,2.10504731461147,0.154,0.008,0.72104975538186,"C_1","AGAP008068"
"AGAP002700",5.49120215811332e-05,2.05464891259244,0.154,0.008,0.72104975538186,"C_1","AGAP002700"
"AGAP006208",5.49120215811332e-05,1.96501761631803,0.154,0.008,0.72104975538186,"C_1","AGAP006208"
"AGAP010108",5.49120215811332e-05,1.82493856993241,0.154,0.008,0.72104975538186,"C_1","AGAP010108"
"AGAP009586",5.49120215811332e-05,1.8042781182677,0.154,0.008,0.72104975538186,"C_1","AGAP009586"
"AGAP008661",5.49120215811332e-05,1.7535936152558,0.154,0.008,0.72104975538186,"C_1","AGAP008661"
"AGAP003444",5.49120215811332e-05,1.61531999575516,0.154,0.008,0.72104975538186,"C_1","AGAP003444"
"AGAP011216",5.49120215811332e-05,1.46766964651275,0.154,0.008,0.72104975538186,"C_1","AGAP011216"
"AGAP012298",5.49120215811332e-05,1.06036447778569,0.154,0.008,0.72104975538186,"C_1","AGAP012298"
"AGAP013063",5.61988897995411e-05,1.93189012919323,0.462,0.092,0.737947621957774,"C_1","AGAP013063"
"AGAP002451",5.68436491337203e-05,0.839928803810902,0.538,0.105,0.746413956774881,"C_1","AGAP002451"
"AGAP000234",5.70764510389725e-05,1.6007206192764,0.462,0.088,0.749470878592748,"C_1","AGAP000234"
"AGAP002899",5.87381774068436e-05,1.68103827821488,0.385,0.063,0.771291007529263,"C_1","AGAP002899"
"AGAP002017",5.87381774068436e-05,1.39868785372089,0.385,0.063,0.771291007529263,"C_1","AGAP002017"
"AGAP002134",6.30348516456843e-05,1.76874841386674,0.385,0.063,0.82771063695948,"C_1","AGAP002134"
"AGAP002093",6.4565562786394e-05,1.45391684493422,0.462,0.088,0.84781040494814,"C_1","AGAP002093"
"AGAP012395",6.4565562786394e-05,1.08826888640274,0.462,0.088,0.84781040494814,"C_1","AGAP012395"
"AGAP010456",6.49761456782593e-05,1.20326261187276,0.615,0.142,0.853201768901223,"C_1","AGAP010456"
"AGAP001532",6.52646332658521e-05,1.24519421883765,0.462,0.084,0.856989899413904,"C_1","AGAP001532"
"AGAP003137",6.52931639028056e-05,1.37967152076496,0.385,0.063,0.85736453520774,"C_1","AGAP003137"
"AGAP028370",6.73956974851898e-05,-1.88460766768708,1,0.983,0.884972903678027,"C_1","AGAP028370"
"AGAP003661",6.76279040621443e-05,1.32440994780383,0.385,0.063,0.888022008240016,"C_1","AGAP003661"
"AGAP003166",6.76279040621443e-05,1.32205386865392,0.385,0.063,0.888022008240016,"C_1","AGAP003166"
"AGAP004551",6.78713320348106e-05,1.29857880586872,0.538,0.117,0.891218460949099,"C_1","AGAP004551"
"AGAP001925",6.82636830290323e-05,1.04822175230529,0.615,0.138,0.896370421854224,"C_1","AGAP001925"
"AGAP003071",6.85337047016599e-05,1.80450980472253,0.308,0.042,0.899916076437496,"C_1","AGAP003071"
"AGAP006084",6.85337047016599e-05,1.10546285390026,0.308,0.042,0.899916076437496,"C_1","AGAP006084"
"AGAP007503",6.86197371833391e-05,1.40950626207605,0.538,0.121,0.901045768954426,"C_1","AGAP007503"
"AGAP003764",7.06182424741766e-05,1.07826839452724,0.538,0.113,0.927288141928413,"C_1","AGAP003764"
"AGAP004473",7.19481476315125e-05,2.1577470113059,0.385,0.067,0.94475112654939,"C_1","AGAP004473"
"AGAP003790",7.24765610394884e-05,1.35180716302779,0.692,0.197,0.951689723009522,"C_1","AGAP003790"
"AGAP001194",7.24765610394884e-05,1.28727009941405,0.692,0.197,0.951689723009522,"C_1","AGAP001194"
"AGAP007831",7.25959870713244e-05,1.11139691608997,0.538,0.113,0.95325790623356,"C_1","AGAP007831"
"AGAP002035",7.25959870713244e-05,0.797667670680505,0.538,0.113,0.95325790623356,"C_1","AGAP002035"
"AGAP009918",7.36067628476563e-05,0.463116544761865,0.769,0.205,0.966530402952575,"C_1","AGAP009918"
"AGAP005053",7.43997709604081e-05,1.39020872508228,0.538,0.121,0.976943392481118,"C_1","AGAP005053"
"AGAP004889",7.45048365923787e-05,1.00105663407518,0.692,0.18,0.978323009294525,"C_1","AGAP004889"
"AGAP001776",7.51152348545719e-05,1.67996961552803,0.385,0.063,0.986338148875384,"C_1","AGAP001776"
"AGAP028508",7.52380583135927e-05,1.26368739783268,0.462,0.088,0.987950943715786,"C_1","AGAP028508"
"AGAP009579",7.67097019959821e-05,0.788694182039965,0.538,0.113,1,"C_1","AGAP009579"
"AGAP028432",7.68332565993282e-05,1.65445585019918,0.538,0.126,1,"C_1","AGAP028432"
"AGAP003314",7.70333627087863e-05,1.73209183999583,0.385,0.067,1,"C_1","AGAP003314"
"AGAP004240",7.83298196954473e-05,1.66047090482012,0.462,0.092,1,"C_1","AGAP004240"
"AGAP010466",7.85057269266713e-05,1.40693214359705,0.538,0.121,1,"C_1","AGAP010466"
"AGAP028364",7.93952220399834e-05,-1.77805096669772,1,0.996,1,"C_1","AGAP028364"
"AGAP000222",8.04464560221257e-05,1.17517640876844,0.615,0.167,1,"C_1","AGAP000222"
"AGAP007571",8.07065586631679e-05,1.33036412488531,0.462,0.092,1,"C_1","AGAP007571"
"AGAP012131",8.08220326810917e-05,1.21152018670264,0.308,0.042,1,"C_1","AGAP012131"
"AGAP010265",8.10431550418843e-05,1.29591655187513,0.538,0.113,1,"C_1","AGAP010265"
"AGAP005386",8.23295198203593e-05,2.65278805044942,0.231,0.025,1,"C_1","AGAP005386"
"AGAP013218",8.30266172609693e-05,1.7774009349253,0.462,0.1,1,"C_1","AGAP013218"
"AGAP007585",8.4997581320081e-05,0.867268708968812,0.846,0.251,1,"C_1","AGAP007585"
"AGAP006966",8.53024650208906e-05,1.52232511431679,0.385,0.067,1,"C_1","AGAP006966"
"AGAP009203",8.54615628568525e-05,1.83509532300904,0.462,0.1,1,"C_1","AGAP009203"
"AGAP007607",8.63233739434053e-05,1.00069118645688,0.385,0.063,1,"C_1","AGAP007607"
"AGAP010071",8.63233739434053e-05,0.527681588011656,0.385,0.063,1,"C_1","AGAP010071"
"AGAP008764",8.71124863387824e-05,1.09393073718314,0.615,0.159,1,"C_1","AGAP008764"
"AGAP007627",8.73687650830335e-05,1.19811332097129,0.538,0.121,1,"C_1","AGAP007627"
"AGAP012675",8.75641666933296e-05,1.13041335241907,0.462,0.088,1,"C_1","AGAP012675"
"AGAP012668",8.77207082289869e-05,1.68504457201427,0.308,0.042,1,"C_1","AGAP012668"
"AGAP002282",8.77207082289869e-05,1.1824828453655,0.308,0.042,1,"C_1","AGAP002282"
"AGAP013757",8.82404141845549e-05,1.79370478327258,0.385,0.067,1,"C_1","AGAP013757"
"AGAP002553",8.82404141845549e-05,1.685714570442,0.385,0.067,1,"C_1","AGAP002553"
"AGAP010380",8.90494894004909e-05,1.29953155804041,0.538,0.117,1,"C_1","AGAP010380"
"AGAP005063",9.05352998948819e-05,1.64416642220064,0.462,0.1,1,"C_1","AGAP005063"
"AGAP007964",9.13751770719406e-05,1.87513127929612,0.308,0.042,1,"C_1","AGAP007964"
"AGAP006955",9.13751770719406e-05,1.61427843045922,0.308,0.042,1,"C_1","AGAP006955"
"AGAP028397",9.13751770719406e-05,1.24630190460798,0.308,0.042,1,"C_1","AGAP028397"
"AGAP001279",9.15389931431904e-05,1.12520634929981,0.846,0.272,1,"C_1","AGAP001279"
